STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,NO2,RSPM/PM10
618,3/6/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,29
618,5/6/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,29
618,9/6/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,42
618,11/6/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,47
618,16/06/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,47
618,18/06/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,32
618,22/06/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,45
618,24/06/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,29
618,26/06/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,57
618,1/7/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,47
618,3/7/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,33
618,7/7/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,51
618,9/7/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,35
618,14/07/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,49
618,16/07/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,32
618,20/07/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,67
618,22/07/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,48
618,24/07/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,38
618,28/07/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,40
618,1/8/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,54
618,4/8/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,63
618,6/8/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,37
618,10/8/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,45
618,12/8/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,37
618,17/08/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,25
618,19/08/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,23
618,21/08/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,35
618,24/08/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,23
618,26/08/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,43
618,1/9/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,51
618,3/9/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,45
618,7/9/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,39
618,9/9/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,52
618,14/09/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,47
618,16/09/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,41
618,18/09/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,53
618,23/09/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,41
618,26/09/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,30
618,29/09/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,38
618,1/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,42
618,5/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,43
618,7/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,34
618,12/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,39
618,14/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,39
618,16/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,35
618,19/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,31
618,26/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,40
618,28/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,46
618,30/10/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,51
618,2/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,35
618,7/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,42
618,11/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,43
618,16/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,30
618,18/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,44
618,20/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,46
618,24/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,45
618,26/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,55
618,28/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,40
618,30/11/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,32
618,3/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,47
618,7/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,50
618,9/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,34
618,14/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,39
618,16/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,56
618,18/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,33
618,21/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,31
618,26/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,35
618,29/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,37
618,31/12/2015,Kerala,Alappuzha,"District Office, Alissery Road, Alappuzha",5,37
619,6/1/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,8/1/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,12/1/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,14/01/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,16/01/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,20/01/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,22/01/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,25/01/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,28/01/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,30/01/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,4/2/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,6/2/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,10/2/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,12/2/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,16/02/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,19/02/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,21/02/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,24/02/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,26/02/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,28/02/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,4/3/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,6/3/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,11/3/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,13/03/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,16/03/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,18/03/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,20/03/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,23/03/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,25/03/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,30/03/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,6/4/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,9/4/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,13/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,16/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,19/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,21/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,23/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,25/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,27/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,29/04/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,4/5/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,6/5/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,8/5/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,11/5/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,14/05/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,16/05/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,18/05/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,20/05/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,25/05/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,28/05/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",12,22
619,4/6/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,6/6/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,25
619,8/6/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,10/6/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,25
619,12/6/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,15/06/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,17/06/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,25
619,19/06/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,25
619,22/06/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,24/06/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,2/7/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,4/7/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,7/7/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,13/07/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,16/07/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,21/07/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,23/07/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,25
619,25/07/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,27/07/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,30/07/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,3/8/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,5/8/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,7/8/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,10/8/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,12/8/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,17/08/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,19/08/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",13,26
619,21/08/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,24/08/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,26/08/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,3/9/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,7/9/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,9/9/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,11/9/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,14/09/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,16/09/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,18/09/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,25/09/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,28/09/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,1/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,5/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,7/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,12/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,14/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,16/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,19/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,21/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,26/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,30/10/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,2/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,4/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,6/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,10/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,12/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,16/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,19/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,24/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,27/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,30/11/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,3/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,5/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,8/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,10/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,14/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",14,26
619,16/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,18/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,22/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,27
619,28/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
619,31/12/2015,Kerala,Pathanamthitta,"Near District Office KSPCB, Makkamkunnu, Pathanamthitta",15,26
620,6/1/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,53
620,8/1/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,64
620,12/1/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,73
620,14/01/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,66
620,16/01/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,49
620,19/01/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,60
620,21/01/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,58
620,23/01/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,52
620,28/01/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,48
620,30/01/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,56
620,4/2/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,56
620,7/2/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,61
620,10/2/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,49
620,12/2/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,62
620,14/02/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,45
620,17/02/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,41
620,19/02/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,54
620,21/02/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,61
620,24/02/2015,Kerala,Kollam,"KMML Chavara, Kollam",14,64
620,26/02/2015,Kerala,Kollam,"KMML Chavara, Kollam",11,50
620,4/3/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,44
620,6/3/2015,Kerala,Kollam,"KMML Chavara, Kollam",14,45
620,10/3/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,39
620,12/3/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,43
620,14/03/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,46
620,18/03/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,37
620,21/03/2015,Kerala,Kollam,"KMML Chavara, Kollam",14,39
620,24/03/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,39
620,27/03/2015,Kerala,Kollam,"KMML Chavara, Kollam",14,39
620,30/03/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,40
620,2/4/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,43
620,4/4/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,45
620,7/4/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,41
620,9/4/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,42
620,13/04/2015,Kerala,Kollam,"KMML Chavara, Kollam",14,40
620,16/04/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,42
620,21/04/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,42
620,24/04/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,37
620,27/04/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,40
620,29/04/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,40
620,4/5/2015,Kerala,Kollam,"KMML Chavara, Kollam",10,47
620,7/5/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,49
620,11/5/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,43
620,13/05/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,47
620,16/05/2015,Kerala,Kollam,"KMML Chavara, Kollam",12,48
620,19/05/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,41
620,21/05/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,43
620,23/05/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,40
620,26/05/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,45
620,28/05/2015,Kerala,Kollam,"KMML Chavara, Kollam",13,48
620,6/6/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,40
620,9/6/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,40
620,11/6/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,43
620,16/06/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,18/06/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,49
620,20/06/2015,Kerala,Kollam,"KMML Chavara, Kollam",10,44
620,23/06/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,45
620,25/06/2015,Kerala,Kollam,"KMML Chavara, Kollam",10,45
620,27/06/2015,Kerala,Kollam,"KMML Chavara, Kollam",10,40
620,30/06/2015,Kerala,Kollam,"KMML Chavara, Kollam",10,49
620,3/7/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,41
620,7/7/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,47
620,9/7/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,41
620,14/07/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,47
620,16/07/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,51
620,21/07/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,45
620,23/07/2015,Kerala,Kollam,"KMML Chavara, Kollam",10,47
620,25/07/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,43
620,28/07/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,43
620,30/07/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,49
620,1/8/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,43
620,4/8/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,6/8/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,41
620,11/8/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,46
620,13/08/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,52
620,18/08/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,20/08/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,47
620,22/08/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,25/08/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,45
620,31/08/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,49
620,3/9/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,43
620,5/9/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,8/9/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,43
620,10/9/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,48
620,15/09/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,17/09/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,51
620,19/09/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,48
620,23/09/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,26/09/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,47
620,29/09/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,48
620,3/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,44
620,6/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,47
620,8/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,44
620,13/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,48
620,15/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,49
620,17/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,51
620,20/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,52
620,27/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,48
620,29/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,43
620,31/10/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,51
620,3/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",6,43
620,5/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,29
620,10/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,45
620,12/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,34
620,17/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",7,39
620,19/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",7,35
620,21/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",7,37
620,24/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",9,33
620,26/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",10,33
620,28/11/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,35
620,2/12/2015,Kerala,Kollam,"KMML Chavara, Kollam",8,35
