STN_CODE,SAMPLING_DATE,STATE,CITYTOWNVILLAGEAREA,LOCATION_OF_MONITORING_STATION,NO2,RSPM_PM10,SO2,SPM
623,6/7/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,28,,
623,9/7/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,25,,
623,12/7/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",10,21,,
623,15/07/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,31,,
623,19/07/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,36,,
623,22/07/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,38,,
623,24/07/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,40,,
623,27/07/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,35,,
623,30/07/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",9,36,,
623,2/8/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",9,27,,
623,5/8/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,44,,
623,10/8/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",11,30,,
623,12/8/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,27,,
623,16/08/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,38,,
623,19/08/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,40,,
623,21/08/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,22,,
623,23/08/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,39,,
623,25/08/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",16,24,,
623,30/08/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,42,,
623,3/9/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,28,,
623,6/9/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,35,,
623,9/9/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,33,,
623,13/09/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,29,,
623,15/09/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,36,,
623,18/09/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,41,,
623,21/09/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,35,,
623,24/09/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,36,,
623,27/09/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,35,,
623,30/09/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,40,,
623,4/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",12,21,,
623,6/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,25,,
623,8/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,25,,
623,12/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,40,,
623,15/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,42,,
623,18/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,47,,
623,20/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",11,41,,
623,25/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",16,49,,
623,27/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,32,,
623,30/10/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,50,,
623,2/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,43,,
623,5/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",17,45,,
623,8/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",16,41,,
623,11/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",20,57,,
623,15/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",16,40,,
623,17/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,21,,
623,20/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",9,33,,
623,23/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,45,,
623,26/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,49,,
623,29/11/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,38,,
623,1/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,45,,
623,3/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",16,37,,
623,6/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,51,,
623,9/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",9,25,,
623,14/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,51,,
623,16/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,44,,
623,21/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,66,,
623,25/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",14,58,,
623,27/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",13,61,,
623,29/12/2015,Kerala,Malappuram,"Kakkanchery, near KINFRA, Malappuram",15,58,,
624,1/1/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,58,,
624,5/1/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",11,61,,
624,7/1/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,59,,
624,9/1/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",13,78,,
624,12/1/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",15,62,,
624,14/01/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",16,53,,
624,16/01/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",16,61,,
624,23/01/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",14,45,,
624,27/01/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",13,44,,
624,28/01/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",13,61,,
624,3/2/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,59,,
624,5/2/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",9,44,,
624,7/2/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,59,,
624,10/2/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,64,,
624,12/2/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",9,75,,
624,16/02/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,60,,
624,19/02/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,74,,
624,21/02/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",9,58,,
624,24/02/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",12,78,,
624,26/02/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",10,57,,
624,2/3/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",3,76,,
624,4/3/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,92,,
624,6/3/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",3,76,,
624,9/3/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",3,75,,
624,11/3/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,59,,
624,16/03/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,75,,
624,18/03/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,58,,
624,20/03/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",3,78,,
624,25/03/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,58,,
624,30/03/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,75,,
624,3/4/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",10,76,,
624,5/4/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,58,,
624,6/4/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",12,58,,
624,8/4/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",11,41,,
624,10/4/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",10,58,,
624,16/04/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,60,,
624,20/04/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",10,57,,
624,22/04/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,44,,
624,24/04/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,58,,
624,27/04/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",14,69,,
624,4/5/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,42,,
624,6/5/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",12,59,,
624,11/5/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,57,,
624,13/05/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",17,42,,
624,15/05/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,43,,
624,18/05/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,58,,
624,20/05/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,65,,
624,22/05/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,43,,
624,25/05/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",15,44,,
624,27/05/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",9,59,,
624,1/6/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",11,42,,
624,3/6/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",16,44,,
624,8/6/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,59,,
624,10/6/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",12,42,,
624,15/06/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",12,52,,
624,17/06/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",6,61,,
624,19/06/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",11,58,,
624,22/06/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,58,,
624,24/06/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,58,,
624,26/06/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",10,42,,
624,1/7/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",14,49,,
624,3/7/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",13,42,,
624,6/7/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",14,61,,
624,8/7/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",13,63,,
624,13/07/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,42,,
624,15/07/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",13,43,,
624,20/07/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",8,31,,
624,23/07/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",16,26,,
624,27/07/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",6,28,,
624,30/07/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",14,17,,
624,1/8/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",6,50,,
624,3/8/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",13,46,,
624,8/8/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,30,,
624,10/8/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,38,,
624,12/8/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,29,,
624,18/08/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,40,,
624,20/08/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,28,,
624,22/08/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",7,38,,
624,24/08/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,14,,
624,30/08/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,32,,
624,7/9/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,27,,
624,9/9/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,28,,
624,11/9/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,39,,
624,15/09/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,42,,
624,17/09/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,26,,
624,19/09/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,34,,
624,22/09/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,27,,
624,25/09/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",6,24,,
624,27/09/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,16,,
624,29/09/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,15,,
624,3/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",3,19,,
624,5/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",2,22,,
624,7/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",2,25,,
624,9/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",1,55,,
624,12/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",1,44,,
624,14/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",2,20,,
624,16/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",3,37,,
624,19/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,56,,
624,26/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",1,40,,
624,30/10/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",2,27,,
624,2/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,26,,
624,4/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,25,,
624,6/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,42,,
624,12/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,44,,
624,16/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,33,,
624,18/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,42,,
624,21/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,43,,
624,25/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,44,,
624,27/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",17,27,,
624,29/11/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,42,,
624,2/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,52,,
624,4/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",4,37,,
624,7/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,37,,
624,9/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",10,38,,
624,14/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,44,,
624,16/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,64,,
624,18/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",15,43,,
624,21/12/2015,Kerala,Thissur,"KSPCB, District Office, Poonkunnam, Thrissur",5,60,,
29,5/1/2015,Kerala,Kochi,"Eloor, Kochi",10,20,,
29,7/1/2015,Kerala,Kochi,"Eloor, Kochi",14,27,,
29,11/1/2015,Kerala,Kochi,"Eloor, Kochi",12,29,,
29,14/01/2015,Kerala,Kochi,"Eloor, Kochi",17,57,,
29,16/01/2015,Kerala,Kochi,"Eloor, Kochi",30,30,,
29,18/01/2015,Kerala,Kochi,"Eloor, Kochi",5,66,,
29,21/01/2015,Kerala,Kochi,"Eloor, Kochi",23,32,,
29,23/01/2015,Kerala,Kochi,"Eloor, Kochi",39,34,,
29,27/01/2015,Kerala,Kochi,"Eloor, Kochi",6,46,,
29,29/01/2015,Kerala,Kochi,"Eloor, Kochi",38,60,,
29,1/2/2015,Kerala,Kochi,"Eloor, Kochi",8,29,,
29,4/2/2015,Kerala,Kochi,"Eloor, Kochi",9,51,,
29,6/2/2015,Kerala,Kochi,"Eloor, Kochi",28,39,,
29,8/2/2015,Kerala,Kochi,"Eloor, Kochi",12,48,,
29,11/2/2015,Kerala,Kochi,"Eloor, Kochi",10,43,,
29,17/02/2015,Kerala,Kochi,"Eloor, Kochi",11,32,,
29,20/02/2015,Kerala,Kochi,"Eloor, Kochi",35,76,,
29,22/02/2015,Kerala,Kochi,"Eloor, Kochi",21,73,,
29,25/02/2015,Kerala,Kochi,"Eloor, Kochi",28,32,,
29,27/02/2015,Kerala,Kochi,"Eloor, Kochi",17,38,,
29,2/3/2015,Kerala,Kochi,"Eloor, Kochi",6,49,,
29,4/3/2015,Kerala,Kochi,"Eloor, Kochi",16,77,,
29,6/3/2015,Kerala,Kochi,"Eloor, Kochi",13,35,,
29,8/3/2015,Kerala,Kochi,"Eloor, Kochi",27,37,,
29,12/3/2015,Kerala,Kochi,"Eloor, Kochi",33,27,,
29,18/03/2015,Kerala,Kochi,"Eloor, Kochi",19,49,,
29,20/03/2015,Kerala,Kochi,"Eloor, Kochi",44,21,,
29,22/03/2015,Kerala,Kochi,"Eloor, Kochi",19,27,,
29,25/03/2015,Kerala,Kochi,"Eloor, Kochi",35,45,,
29,27/03/2015,Kerala,Kochi,"Eloor, Kochi",21,33,,
29,8/4/2015,Kerala,Kochi,"Eloor, Kochi",9,22,,
29,11/4/2015,Kerala,Kochi,"Eloor, Kochi",8,60,,
29,15/04/2015,Kerala,Kochi,"Eloor, Kochi",9,66,,
29,17/04/2015,Kerala,Kochi,"Eloor, Kochi",15,27,,
29,19/04/2015,Kerala,Kochi,"Eloor, Kochi",11,35,,
29,21/04/2015,Kerala,Kochi,"Eloor, Kochi",11,27,,
29,23/04/2015,Kerala,Kochi,"Eloor, Kochi",22,62,,
29,26/04/2015,Kerala,Kochi,"Eloor, Kochi",13,47,,
29,28/04/2015,Kerala,Kochi,"Eloor, Kochi",18,66,,
29,30/04/2015,Kerala,Kochi,"Eloor, Kochi",22,65,,
29,3/5/2015,Kerala,Kochi,"Eloor, Kochi",13,44,,
29,5/5/2015,Kerala,Kochi,"Eloor, Kochi",12,43,,
29,12/5/2015,Kerala,Kochi,"Eloor, Kochi",13,56,,
29,14/05/2015,Kerala,Kochi,"Eloor, Kochi",12,61,,
29,17/05/2015,Kerala,Kochi,"Eloor, Kochi",16,70,,
29,20/05/2015,Kerala,Kochi,"Eloor, Kochi",10,31,,
29,22/05/2015,Kerala,Kochi,"Eloor, Kochi",10,32,,
29,24/05/2015,Kerala,Kochi,"Eloor, Kochi",15,29,,
29,26/05/2015,Kerala,Kochi,"Eloor, Kochi",10,57,,
29,29/05/2015,Kerala,Kochi,"Eloor, Kochi",17,23,,
29,2/6/2015,Kerala,Kochi,"Eloor, Kochi",10,29,,
29,4/6/2015,Kerala,Kochi,"Eloor, Kochi",10,18,,
29,7/6/2015,Kerala,Kochi,"Eloor, Kochi",18,53,,
29,9/6/2015,Kerala,Kochi,"Eloor, Kochi",13,30,,
29,11/6/2015,Kerala,Kochi,"Eloor, Kochi",14,36,,
29,13/06/2015,Kerala,Kochi,"Eloor, Kochi",23,48,,
29,16/06/2015,Kerala,Kochi,"Eloor, Kochi",21,34,,
29,19/06/2015,Kerala,Kochi,"Eloor, Kochi",18,35,,
29,22/06/2015,Kerala,Kochi,"Eloor, Kochi",18,34,,
29,25/06/2015,Kerala,Kochi,"Eloor, Kochi",15,30,,
29,3/7/2015,Kerala,Kochi,"Eloor, Kochi",16,44,,
29,6/7/2015,Kerala,Kochi,"Eloor, Kochi",15,24,,
29,8/7/2015,Kerala,Kochi,"Eloor, Kochi",15,21,,
29,9/7/2015,Kerala,Kochi,"Eloor, Kochi",16,33,,
29,12/7/2015,Kerala,Kochi,"Eloor, Kochi",14,31,,
29,16/07/2015,Kerala,Kochi,"Eloor, Kochi",15,23,,
29,19/07/2015,Kerala,Kochi,"Eloor, Kochi",12,46,,
29,21/07/2015,Kerala,Kochi,"Eloor, Kochi",15,58,,
29,24/07/2015,Kerala,Kochi,"Eloor, Kochi",18,32,,
29,26/07/2015,Kerala,Kochi,"Eloor, Kochi",15,30,,
29,5/8/2015,Kerala,Kochi,"Eloor, Kochi",19,25,,
29,8/8/2015,Kerala,Kochi,"Eloor, Kochi",53,48,,
29,11/8/2015,Kerala,Kochi,"Eloor, Kochi",20,33,,
29,13/08/2015,Kerala,Kochi,"Eloor, Kochi",13,23,,
29,17/08/2015,Kerala,Kochi,"Eloor, Kochi",19,26,,
29,19/08/2015,Kerala,Kochi,"Eloor, Kochi",17,43,,
29,21/08/2015,Kerala,Kochi,"Eloor, Kochi",36,42,,
29,23/08/2015,Kerala,Kochi,"Eloor, Kochi",35,24,,
29,25/08/2015,Kerala,Kochi,"Eloor, Kochi",23,32,,
29,30/08/2015,Kerala,Kochi,"Eloor, Kochi",20,34,,
29,2/9/2015,Kerala,Kochi,"Eloor, Kochi",22,20,,
29,6/9/2015,Kerala,Kochi,"Eloor, Kochi",21,24,,
29,9/9/2015,Kerala,Kochi,"Eloor, Kochi",26,20,,
29,13/09/2015,Kerala,Kochi,"Eloor, Kochi",16,27,,
29,15/09/2015,Kerala,Kochi,"Eloor, Kochi",23,28,,
29,20/09/2015,Kerala,Kochi,"Eloor, Kochi",41,21,,
29,24/09/2015,Kerala,Kochi,"Eloor, Kochi",18,27,,
29,25/09/2015,Kerala,Kochi,"Eloor, Kochi",26,28,,
29,27/09/2015,Kerala,Kochi,"Eloor, Kochi",20,35,,
29,28/09/2015,Kerala,Kochi,"Eloor, Kochi",24,28,,
29,1/10/2015,Kerala,Kochi,"Eloor, Kochi",38,67,,
29,4/10/2015,Kerala,Kochi,"Eloor, Kochi",30,95,,
29,6/10/2015,Kerala,Kochi,"Eloor, Kochi",23,46,,
29,11/10/2015,Kerala,Kochi,"Eloor, Kochi",28,90,,
29,14/10/2015,Kerala,Kochi,"Eloor, Kochi",30,36,,
29,20/10/2015,Kerala,Kochi,"Eloor, Kochi",28,35,,
29,23/10/2015,Kerala,Kochi,"Eloor, Kochi",23,87,,
29,25/10/2015,Kerala,Kochi,"Eloor, Kochi",17,62,,
29,27/10/2015,Kerala,Kochi,"Eloor, Kochi",21,36,,
29,30/10/2015,Kerala,Kochi,"Eloor, Kochi",17,36,,
29,2/11/2015,Kerala,Kochi,"Eloor, Kochi",7,63,,
29,9/11/2015,Kerala,Kochi,"Eloor, Kochi",33,65,,
29,12/11/2015,Kerala,Kochi,"Eloor, Kochi",29,31,,
29,18/11/2015,Kerala,Kochi,"Eloor, Kochi",49,23,,
29,20/11/2015,Kerala,Kochi,"Eloor, Kochi",32,35,,
29,22/11/2015,Kerala,Kochi,"Eloor, Kochi",21,49,,
29,24/11/2015,Kerala,Kochi,"Eloor, Kochi",20,43,,
29,26/11/2015,Kerala,Kochi,"Eloor, Kochi",26,56,,
29,27/11/2015,Kerala,Kochi,"Eloor, Kochi",30,26,,
29,29/11/2015,Kerala,Kochi,"Eloor, Kochi",10,51,,
29,2/12/2015,Kerala,Kochi,"Eloor, Kochi",19,33,,
29,4/12/2015,Kerala,Kochi,"Eloor, Kochi",45,46,,
29,6/12/2015,Kerala,Kochi,"Eloor, Kochi",11,27,,
29,10/12/2015,Kerala,Kochi,"Eloor, Kochi",34,28,,
29,12/12/2015,Kerala,Kochi,"Eloor, Kochi",58,30,,
29,15/12/2015,Kerala,Kochi,"Eloor, Kochi",22,51,,
29,17/12/2015,Kerala,Kochi,"Eloor, Kochi",38,52,,
29,20/12/2015,Kerala,Kochi,"Eloor, Kochi",37,36,,
29,22/12/2015,Kerala,Kochi,"Eloor, Kochi",67,55,,
29,29/12/2015,Kerala,Kochi,"Eloor, Kochi",57,30,,
30,5/1/2015,Kerala,Kochi,"Irumpanam, Kochi",4,18,,
30,7/1/2015,Kerala,Kochi,"Irumpanam, Kochi",4,18,,
30,16/01/2015,Kerala,Kochi,"Irumpanam, Kochi",4,15,,
30,19/01/2015,Kerala,Kochi,"Irumpanam, Kochi",8,19,,
30,21/01/2015,Kerala,Kochi,"Irumpanam, Kochi",6,13,,
30,23/01/2015,Kerala,Kochi,"Irumpanam, Kochi",4,13,,
30,27/01/2015,Kerala,Kochi,"Irumpanam, Kochi",4,14,,
30,28/01/2015,Kerala,Kochi,"Irumpanam, Kochi",13,12,,
30,30/01/2015,Kerala,Kochi,"Irumpanam, Kochi",7,9,,
30,2/2/2015,Kerala,Kochi,"Irumpanam, Kochi",2,11,,
30,4/2/2015,Kerala,Kochi,"Irumpanam, Kochi",10,11,,
30,6/2/2015,Kerala,Kochi,"Irumpanam, Kochi",4,13,,
30,9/2/2015,Kerala,Kochi,"Irumpanam, Kochi",8,31,,
30,12/2/2015,Kerala,Kochi,"Irumpanam, Kochi",10,30,,
30,16/02/2015,Kerala,Kochi,"Irumpanam, Kochi",5,23,,
30,18/02/2015,Kerala,Kochi,"Irumpanam, Kochi",2,30,,
30,20/02/2015,Kerala,Kochi,"Irumpanam, Kochi",5,28,,
30,23/02/2015,Kerala,Kochi,"Irumpanam, Kochi",8,24,,
30,25/02/2015,Kerala,Kochi,"Irumpanam, Kochi",10,27,,
30,2/3/2015,Kerala,Kochi,"Irumpanam, Kochi",2,26,,
30,4/3/2015,Kerala,Kochi,"Irumpanam, Kochi",3,22,,
30,6/3/2015,Kerala,Kochi,"Irumpanam, Kochi",5,20,,
